id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,release_year,release_month,release_day,text,processed_text
755908,Sugar Ray Robinson: Pound for Pound,0.0,0,Released,1970-07-01,0,98,False,,0,,tt10288460,en,Sugar Ray Robinson: Pound for Pound,"In ""Sugar Ray Robinson - Pound for Pound,"" the champ is profiled, from his early days to his welterweight victories and his five-time winning of the middleweight championship. Show business called to Robinson, and he had a brief sojourn as a tap dancer, but returned to the ring to win five more titles. Boxing greats add their commentary, including Muhammad Ali, Rocky Marciano, Joe Louis, Joe Frazier, Gene Tunney, and Jack Dempsey.",0.876,https://image.tmdb.org/t/p/w780/hkdW4nItgGmwPYUJ5ZTurBpYHa1.jpg,,Documentary,,,,"sports, boxing",1970,7,1,"In ""Sugar Ray Robinson - Pound for Pound,"" the champ is profiled, from his early days to his welterweight victories and his five-time winning of the middleweight championship. Show business called to Robinson, and he had a brief sojourn as a tap dancer, but returned to the ring to win five more titles. Boxing greats add their commentary, including Muhammad Ali, Rocky Marciano, Joe Louis, Joe Frazier, Gene Tunney, and Jack Dempsey.  sports, boxing",ray robinson pound pound champ profiled early days welterweight victories winning middleweight show business called robinson brief sojourn tap dancer returned ring win five boxing greats add commentary including muhammad ali rocky marciano joe louis joe frazier gene tunney jack sports boxing
755909,Inconstância,0.0,0,Released,2011-07-19,0,7,False,,0,,,pt,Inconstância,"Cold and silence. As a company, only loneliness. Immersed in a gray world, Jacinto realizes that the simplicity of the gardener can bring the warmth and happiness that your life needs.",0.6,https://image.tmdb.org/t/p/w780/qYceh9ziLu3kg9KQARjQsyXxu5c.jpg,,,Rosza Filmes Produções,Brazil,,,2011,7,19,"Cold and silence. As a company, only loneliness. Immersed in a gray world, Jacinto realizes that the simplicity of the gardener can bring the warmth and happiness that your life needs.  ",cold company immersed gray world jacinto realizes simplicity gardener bring warmth happiness life
755910,Rocco's Intimate Castings 27,0.0,0,Released,2019-05-20,0,175,True,/riG02NlrK3z6LdoadRbxZjnyyfu.jpg,0,,,en,Rocco's Intimate Castings 27,"Sexual icon Rocco Siffredi makes it his business to discover fresh XXX talent. He auditions lustful porn prospects in his private office, and he presents his latest batch of tryouts in ""Rocco's Intimate Castings #27."" All-natural Euro-beauties prove their skills with the accomplished director/suave stud's notoriously huge cock, and he shows his taste for foot fetish.",0.6,https://image.tmdb.org/t/p/w780/oTkow6rXjOEvecouzrTs7FryFC4.jpg,,,Evil Angel,United States of America,English,,2019,5,20,"Sexual icon Rocco Siffredi makes it his business to discover fresh XXX talent. He auditions lustful porn prospects in his private office, and he presents his latest batch of tryouts in ""Rocco's Intimate Castings #27."" All-natural Euro-beauties prove their skills with the accomplished director/suave stud's notoriously huge cock, and he shows his taste for foot fetish.  ","sexual icon rocco siffredi makes business discover fresh xxx auditions lustful porn prospects private office presents latest batch tryouts ""rocco's intimate castings #27."" prove skills accomplished notoriously huge cock shows taste foot"
755911,The Hippy Hooker,0.0,0,Released,1974-01-01,0,58,True,,0,,tt0125146,en,The Hippy Hooker,"Keith recalls in boring fashion a dream he had of picking up a skanky ""hippy"" hooker older than himself, and mistreating her. His dippy blonde girl friend is much amused, and we are supposed to enjoy the misogyny depicted on screen. They eventually go to an orgy at his friend Irma's place",0.6,https://image.tmdb.org/t/p/w780/ez8jXCfYTXDOzOwMLYMXZ2Qiesg.jpg,,,,United States of America,,,1974,1,1,"Keith recalls in boring fashion a dream he had of picking up a skanky ""hippy"" hooker older than himself, and mistreating her. His dippy blonde girl friend is much amused, and we are supposed to enjoy the misogyny depicted on screen. They eventually go to an orgy at his friend Irma's place  ","keith recalls boring fashion dream picking skanky ""hippy"" hooker older mistreating dippy blonde girl friend much amused supposed enjoy misogyny depicted eventually orgy friend place"
755913,His Loving Daughter,0.0,0,Released,1971-11-01,0,60,True,,0,,tt0140170,en,His Loving Daughter,"A financial advisor is torn between his female client and his young daughter's female best friend. Meanwhile, his other female client seduces both his daughter and her girlfriend.",0.6,https://image.tmdb.org/t/p/w780/sqPuBtLEEbHjh2rNLxbnMYoWJqe.jpg,,Romance,,United States of America,English,"lesbian sex, threesome, voyeurism, sex",1971,11,1,"A financial advisor is torn between his female client and his young daughter's female best friend. Meanwhile, his other female client seduces both his daughter and her girlfriend.  lesbian sex, threesome, voyeurism, sex",financial advisor torn female client young female best meanwhile female client seduces daughter lesbian sex threesome voyeurism sex
755915,A Deal with the Devil,0.0,0,Released,2020-07-17,0,5,False,,7125,,tt12724670,en,A Deal with the Devil,A group of friends are captured and tied up in a basement by a masked serial killer with an ultimatum; join him or die.,0.6,https://image.tmdb.org/t/p/w780/u3W1L9omj5RrSTHy7s3T8NW0Vqx.jpg,,Horror,"Paid In Blood Films, Shadow Wolves Productions",,,short film,2020,7,17,A group of friends are captured and tied up in a basement by a masked serial killer with an ultimatum; join him or die.  short film,group friends captured tied basement masked serial killer join short film
755920,Hollywood Harlots,0.0,0,Released,1979-01-01,0,55,True,,0,,tt1521836,en,Hollywood Harlots,"This place may be a bit tough to find, but people drive in from all around to see our shows. Long haul truckers, traveling salesmen, spurned husbands...they all know the place. Those bikers over there? Harmless, though I suggest you don't stare. Keep your eyes on the screen, which shouldn't be hard. You will see the steamiest, fleshiest, and most triple X-rated films direct from California and New York City. Popcorn? Sorry, I don't think that machine works anymore. Welcome to the Dirty Drive In.",0.6,https://image.tmdb.org/t/p/w780/mOFgsd32ca9LvIZ81zFvSDp6DAt.jpg,,,Impulse Productions,United States of America,,,1979,1,1,"This place may be a bit tough to find, but people drive in from all around to see our shows. Long haul truckers, traveling salesmen, spurned husbands...they all know the place. Those bikers over there? Harmless, though I suggest you don't stare. Keep your eyes on the screen, which shouldn't be hard. You will see the steamiest, fleshiest, and most triple X-rated films direct from California and New York City. Popcorn? Sorry, I don't think that machine works anymore. Welcome to the Dirty Drive In.  ",place may bit tough find people drive around see long haul truckers traveling salesmen spurned husbands...they know bikers harmless though suggest keep eyes screen see steamiest fleshiest triple films direct california new york sorry think machine works welcome dirty drive
755892,Bullet Videopac 2,0.0,0,Released,1982-01-01,0,58,True,,0,,,en,Bullet Videopac 2,"Collection of four short films from the Target Studios vault. Includes the films: Satisfaction (a.k.a. Bull Dozier), The Basement (a.k.a. The Super), Pool Party (a.k.a. Pool Piece),  and In And Out (a.k.a. Full Circle).",0.6,https://image.tmdb.org/t/p/w780/duAq3FktFVcoPNeTe03fGOcQwgX.jpg,,,"Target Studios, Bullet Productions",United States of America,No Language,gay pornography,1982,1,1,"Collection of four short films from the Target Studios vault. Includes the films: Satisfaction (a.k.a. Bull Dozier), The Basement (a.k.a. The Super), Pool Party (a.k.a. Pool Piece),  and In And Out (a.k.a. Full Circle).  gay pornography",collection four short films target studios includes satisfaction (a.k.a. bull basement (a.k.a. pool party (a.k.a. pool (a.k.a. full circle). gay pornography
755890,Ally & Obie,0.0,0,Released,2018-05-02,0,71,False,,0,,tt4170168,en,Ally & Obie,"Twelve-year-old Ally is trying to adjust to a new school and new friends with the help of her faithful companion, a talking dog named Obie. Ally's parents have saved for a summer trip to California, but they can go only if Ally does well in her class. Ally is relying on Obie to help her, but her plans are complicated when Obie goes missing.",0.6,https://image.tmdb.org/t/p/w780/cv0ZTckqfFcB9OdxXL8uAVe5SDN.jpg,Who Says Diamonds are a Girl's Best Friend?,Family,,,English,,2018,5,2,"Twelve-year-old Ally is trying to adjust to a new school and new friends with the help of her faithful companion, a talking dog named Obie. Ally's parents have saved for a summer trip to California, but they can go only if Ally does well in her class. Ally is relying on Obie to help her, but her plans are complicated when Obie goes missing. Who Says Diamonds are a Girl's Best Friend? ",twelve-year-old ally trying adjust new school new friends help faithful companion talking dog named parents saved summer trip california ally well ally relying obie help plans complicated obie goes says diamonds best
755889,Coercion Orders For The Announcer The Broadcast Of Shame JULIA,0.0,0,Released,2017-03-24,0,161,True,/tYS8oFt9pmXiRIE6YFnPqxobqn3.jpg,0,,,ja,脅迫指令アナウンサー 超羞恥全国放送 JULIA,"Japan's face at 6 pm, top caster JULIA. A threatening letter arrives at her show, which has a high pride and does not allow any compromise in work. ""If you go against the directive, you will kill the president of MOODYZ TV."" And the obscene directives sent one after another. All the staff, who were supposed to be on their side, were afraid of the attached photo of the crime and began broadcasting her sex all over the country as if they were taking the initiative. Please take a look at the sexual intercourse video that flows in the news program.",2.016,https://image.tmdb.org/t/p/w780/ce91oQmlzrabbISXUb3qZRsxxR0.jpg,,Drama,MOODYZ,Japan,Japanese,"tv news anchor, female anchor",2017,3,24,"Japan's face at 6 pm, top caster JULIA. A threatening letter arrives at her show, which has a high pride and does not allow any compromise in work. ""If you go against the directive, you will kill the president of MOODYZ TV."" And the obscene directives sent one after another. All the staff, who were supposed to be on their side, were afraid of the attached photo of the crime and began broadcasting her sex all over the country as if they were taking the initiative. Please take a look at the sexual intercourse video that flows in the news program.  tv news anchor, female anchor","face top caster threatening letter arrives show high pride allow compromise directive kill president moodyz tv."" obscene directives sent one staff supposed side afraid attached photo crime began broadcasting sex country taking please take look sexual intercourse video flows news news anchor female anchor"
755866,Bullet Videopac 1,0.0,0,Released,1982-01-01,0,60,True,,0,,,en,Bullet Videopac 1,"Collection of 4 independent short films. ""Ten Take"", ""When Strangers Meet"", ""On the Beach"" and ""Houseboat"".  ""Take Ten"" was originally released in 1975 under the title ""On the Farm"".  ""When Strangers Meet"" was originally released in 1979 under the title ""The Happy Hiker"".  ""On the Beach"" was originally released in 1975 under the title ""Dune Fox"".  ""Houseboat"" was originally released in 1979 under the title ""Below the Bayou"".",0.6,https://image.tmdb.org/t/p/w780/frFIArvCGxbLkkI7tlH4gt6X7Iz.jpg,,,"Target Studios, Bullet Productions",United States of America,No Language,gay pornography,1982,1,1,"Collection of 4 independent short films. ""Ten Take"", ""When Strangers Meet"", ""On the Beach"" and ""Houseboat"".  ""Take Ten"" was originally released in 1975 under the title ""On the Farm"".  ""When Strangers Meet"" was originally released in 1979 under the title ""The Happy Hiker"".  ""On the Beach"" was originally released in 1975 under the title ""Dune Fox"".  ""Houseboat"" was originally released in 1979 under the title ""Below the Bayou"".  gay pornography","collection independent short strangers ""houseboat"". originally released title farm"". strangers originally released title happy hiker"". originally released title fox"". ""houseboat"" originally released title bayou"". gay pornography"
755848,Rob Saakyanc. The Last Hippy of the Pink City,0.0,0,Released,2010-12-01,0,52,False,,0,,tt12098216,ru,Роб Саакянц. Последний Хиппи розового города,"He's been called a 'wonderful troublemaker', 'comet man' and 'the last hippy of the pink city'. Robert Sahakyants was a renowned Soviet and Armenian animator. He was a director, writer and artist who created animated films. Robert Sahakyants used his work to express his particular view of the world around him. His animated films feature constant movement, whirls of colour and myriad wonderful characters inspired by Armenia. Robert Sahakyants was a true patriot to his motherland. The love for his people drove Robert Sahakyants to openly criticise everything and everyone he disagreed with. He boldly spoke his mind about anything he found troubling, from political events to ugly sculptures in nearby houses. The film features recollections from Robert Sahakyants's friends and family.",0.6,https://image.tmdb.org/t/p/w780/tQ6quZl64ZadSAakbzAaKZBWHrZ.jpg,,Documentary,Masterskaya Movie Company,"Armenia, Russia",Russian,,2010,12,1,"He's been called a 'wonderful troublemaker', 'comet man' and 'the last hippy of the pink city'. Robert Sahakyants was a renowned Soviet and Armenian animator. He was a director, writer and artist who created animated films. Robert Sahakyants used his work to express his particular view of the world around him. His animated films feature constant movement, whirls of colour and myriad wonderful characters inspired by Armenia. Robert Sahakyants was a true patriot to his motherland. The love for his people drove Robert Sahakyants to openly criticise everything and everyone he disagreed with. He boldly spoke his mind about anything he found troubling, from political events to ugly sculptures in nearby houses. The film features recollections from Robert Sahakyants's friends and family.  ",called last hippy pink city'. robert sahakyants renowned soviet armenian director writer artist created animated robert sahakyants used work express particular view world around animated films feature constant movement whirls colour myriad wonderful characters inspired robert sahakyants true patriot love people drove robert sahakyants openly criticise everything everyone disagreed boldly spoke mind anything found troubling political events ugly sculptures nearby film features recollections robert friends
755858,The shadow of Alangasar,0.0,0,Released,1994-10-21,0,85,False,,0,,,ru,Алангасарлэн вужерез,"Based on the Udmurt myths, legends and legends.  Shamans and knights, sorceresses and artisans of the past centuries are the characters of this ancient legend about love, hatred,and loyalty to the land of their ancestors. The plot is based on the legend of Danube, the son of  White Swan, who once came to the ancient Udmurts from the skies in order to understand those living on Earth.",0.6,https://image.tmdb.org/t/p/w780/4i5ZkixEvIdUJ0M0X6T64RPoNfK.jpg,,Fantasy,Kayros (Izhevsk),Russia,Russian,mythology,1994,10,21,"Based on the Udmurt myths, legends and legends.  Shamans and knights, sorceresses and artisans of the past centuries are the characters of this ancient legend about love, hatred,and loyalty to the land of their ancestors. The plot is based on the legend of Danube, the son of  White Swan, who once came to the ancient Udmurts from the skies in order to understand those living on Earth.  mythology",based udmurt myths legends shamans knights sorceresses artisans past centuries characters ancient legend love hatred loyalty land plot based legend danube son white swan came ancient udmurts skies order understand living mythology
755863,Freedom of Space: Skateboard Culture and the Public Space,0.0,0,Released,2006-05-26,0,61,False,,0,,,en,Freedom of Space: Skateboard Culture and the Public Space,A documentary about the interaction of skateboarding and public space. Shot in 2006 on 16mm Film and Mini-DV as part of the Fuel TV experiment.,0.6,https://image.tmdb.org/t/p/w780/2WAgG2CFTZMlPUs0NTEW0XGnWlo.jpg,,Documentary,"Functional Films INC, Fuel TV, Bluebush Productions",United States of America,,skateboarding,2006,5,26,A documentary about the interaction of skateboarding and public space. Shot in 2006 on 16mm Film and Mini-DV as part of the Fuel TV experiment.  skateboarding,documentary interaction skateboarding public shot film part fuel skateboarding
755888,Rock Otocec 1998,0.0,0,Released,1999-02-15,0,52,False,,0,,tt0831333,sl,Rock Otočec 1998,"Documentary from biggest rock festival in Slovenia. Performers: Big Foot Mama, Indust Bag, Dicky B Hardy, Warpigs, Veliki Bijeli Slon, Borut Veselko, Drustvo Mrtvih pesnikov, Adi Smolar, Dan D, Schal Sick Brass Band, Temni Angeli Usode, Plavi Orkestar, Hic Et Nunc, Durhmarsh, Wet Bed, Skroz, Terra Mystica, Z'kovaci, Rok Otocec, Buldozer, Rambo Amadeus, Zabranjeno Pusenje, Zoran Predin.",0.6,https://image.tmdb.org/t/p/w780/pEzUbcGLHoDF3iduDawl4fyZv8n.jpg,,"Documentary, Music",Festival Novo Mesto,Slovenia,Slovenian,,1999,2,15,"Documentary from biggest rock festival in Slovenia. Performers: Big Foot Mama, Indust Bag, Dicky B Hardy, Warpigs, Veliki Bijeli Slon, Borut Veselko, Drustvo Mrtvih pesnikov, Adi Smolar, Dan D, Schal Sick Brass Band, Temni Angeli Usode, Plavi Orkestar, Hic Et Nunc, Durhmarsh, Wet Bed, Skroz, Terra Mystica, Z'kovaci, Rok Otocec, Buldozer, Rambo Amadeus, Zabranjeno Pusenje, Zoran Predin.  ",documentary biggest rock festival big foot mama indust bag dicky hardy warpigs veliki bijeli slon borut veselko drustvo mrtvih pesnikov adi smolar dan schal sick brass band temni angeli usode plavi orkestar hic nunc durhmarsh wet bed skroz terra mystica rok otocec buldozer rambo amadeus zabranjeno pusenje zoran
755874,Bullet Videopac 10: Hot Latinos,0.0,0,Released,1987-01-01,0,65,True,,0,,tt9642158,en,Bullet Videopac 10: Hot Latinos,"Hay Caramba! Salsa has never been better than in this Caribbean sex romp. A spicy combination of climate, cock and cum entices three hombres to ""chow down"" on the biggest, uncut banana imaginable. This is strictly third degree or, if you will, ""Muy Caliente""!",0.6,https://image.tmdb.org/t/p/w780/CXR519Hj6mVNkrd4OkwlCXdNbN.jpg,,,Bullet Productions,United States of America,English,gay pornography,1987,1,1,"Hay Caramba! Salsa has never been better than in this Caribbean sex romp. A spicy combination of climate, cock and cum entices three hombres to ""chow down"" on the biggest, uncut banana imaginable. This is strictly third degree or, if you will, ""Muy Caliente""!  gay pornography","hay salsa never better caribbean sex spicy combination climate cock cum entices three hombres biggest uncut banana strictly third degree caliente""! gay pornography"
755877,9-NINE,0.0,0,Released,2000-11-04,0,109,False,,0,,,ja,9-NINE,Adventures and romances of a young pool hustler in Shibuya.,1.771,https://image.tmdb.org/t/p/w780/38LAczvrbrzSCO3DAsm6OLWvlHV.jpg,,,,Japan,Japanese,,2000,11,4,Adventures and romances of a young pool hustler in Shibuya.  ,adventures romances young pool hustler
755879,Rocco's Intimate Castings 29,0.0,0,Released,2019-09-18,0,192,True,/odbMv05Roe2uJxJohmQmiKlKUTw.jpg,0,,,en,Rocco's Intimate Castings 29,"Porn legend Rocco Siffredi spotlights up-and-coming starlets in the private XXX auditions of ""Rocco's Intimate Castings #29."" Five fresh hotties visit the iconic, massively hung stud's office, each looking to impress him with lusty sexual skills.",0.604,https://image.tmdb.org/t/p/w780/mTSt0r3uckjGKwKgKpQrf5ZOHp5.jpg,,,Evil Angel,United States of America,English,,2019,9,18,"Porn legend Rocco Siffredi spotlights up-and-coming starlets in the private XXX auditions of ""Rocco's Intimate Castings #29."" Five fresh hotties visit the iconic, massively hung stud's office, each looking to impress him with lusty sexual skills.  ","porn legend rocco siffredi spotlights up-and-coming starlets private xxx auditions ""rocco's intimate castings #29."" five fresh hotties visit iconic massively hung office looking impress lusty sexual"
755880,A Day Beyond the Horizon,0.0,0,Released,2005-10-29,0,88,False,,0,,,ja,イツカ波ノ彼方ニ,The daily lives of troubled youth in Okinawa.,0.841,https://image.tmdb.org/t/p/w780/oElzKSAXZVajNHcUtf8TbmKvkhb.jpg,,,,Japan,Japanese,,2005,10,29,The daily lives of troubled youth in Okinawa.  ,daily lives troubled youth
755883,Bullet Videopac 11: Battle of the Bulges,0.0,0,Released,1988-01-01,0,60,True,,0,,tt0361339,en,Bullet Videopac 11: Battle of the Bulges,"Dateline: Frontlines, Battle of the Bulges. Confrontation escalates to final climax... Both sides report heavy losses and high number of hostages.",0.6,https://image.tmdb.org/t/p/w780/rcHw9XF2gk6hKV3FdooyDtqDHkP.jpg,,,Bullet Productions,United States of America,,gay pornography,1988,1,1,"Dateline: Frontlines, Battle of the Bulges. Confrontation escalates to final climax... Both sides report heavy losses and high number of hostages.  gay pornography",frontlines battle confrontation escalates final climax... sides report heavy losses high number gay pornography
755885,Rocco's Intimate Castings 30,0.0,0,Released,2019-11-18,0,194,True,,0,,,en,Rocco's Intimate Castings 30,"Porn icon Rocco Siffredi has a long list of ambitious girls desperate to show him their sexual skills. The director/stud combs through his catalog to find the most promising candidates and invites them to take the ultimate test. ""Rocco's Intimate Castings #30"" features fresh, up-and-coming cuties surrendering themselves in intense auditions.",0.6,https://image.tmdb.org/t/p/w780/7UYqB2BJwuV3NNi6HMYql1pKUSa.jpg,,,Evil Angel,United States of America,English,,2019,11,18,"Porn icon Rocco Siffredi has a long list of ambitious girls desperate to show him their sexual skills. The director/stud combs through his catalog to find the most promising candidates and invites them to take the ultimate test. ""Rocco's Intimate Castings #30"" features fresh, up-and-coming cuties surrendering themselves in intense auditions.  ","porn icon rocco siffredi long list ambitious girls desperate show sexual combs catalog find promising candidates invites take ultimate ""rocco's intimate castings #30"" features fresh up-and-coming cuties surrendering intense"
755391,A Day in the Life of Tyler1 Episode 2,0.0,0,Released,2020-10-27,0,64,False,,0,,,en,A Day in the Life of Tyler1 Episode 2,The long awaited sequel to loltyler1's iconic masterpiece.,0.6,https://image.tmdb.org/t/p/w780/c4DwLWjablCfoWhcHabiCtYGZqB.jpg,A DAY IN THE LIFE PART TWO,,,,English,,2020,10,27,The long awaited sequel to loltyler1's iconic masterpiece. A DAY IN THE LIFE PART TWO ,long awaited sequel iconic day life part two
755390,Dr. David Livingstone: Missionary Explorer to Africa,0.0,0,Released,2013-01-01,0,59,False,,0,,,en,Dr. David Livingstone: Missionary Explorer to Africa,"In the early part of the nineteenth century, Africa was called the dark continent. One man s passion for Christ would challenge that view.  Dr. David Livingstone took the Gospel to Africa in word and deed. As a medical doctor he treated the sick, earning him the necessary trust and respect to share the love of Christ which many Africans freely embraced. Then Livingstone turned his attention to exploration, seeing this work as much a spiritual calling as traditional missionary work. Facing danger and sickness he forged routes deep into the African interior, sparking the imagination of many who would follow.  Hailed as one of the greatest European explorers of all time, his commitment and eventual martyrdom helped bring an end to the slave trade and opened a continent to Christianity.  Discover the story of David Livingstone and see how faith and sacrifice can change the world.",0.6,https://image.tmdb.org/t/p/w780/wKk8vURGYy7iaVCPCaWDNYWt2Wc.jpg,,Documentary,Gary Wilkinson Productions,,,,2013,1,1,"In the early part of the nineteenth century, Africa was called the dark continent. One man s passion for Christ would challenge that view.  Dr. David Livingstone took the Gospel to Africa in word and deed. As a medical doctor he treated the sick, earning him the necessary trust and respect to share the love of Christ which many Africans freely embraced. Then Livingstone turned his attention to exploration, seeing this work as much a spiritual calling as traditional missionary work. Facing danger and sickness he forged routes deep into the African interior, sparking the imagination of many who would follow.  Hailed as one of the greatest European explorers of all time, his commitment and eventual martyrdom helped bring an end to the slave trade and opened a continent to Christianity.  Discover the story of David Livingstone and see how faith and sacrifice can change the world.  ",early part nineteenth century africa called dark one man passion christ would challenge david livingstone took gospel africa word medical doctor treated sick earning necessary trust respect share love christ many africans freely livingstone turned attention exploration seeing work much spiritual calling traditional missionary facing danger sickness forged routes deep african interior sparking imagination many would hailed one greatest european explorers time commitment eventual martyrdom helped bring end slave trade opened continent discover story david livingstone see faith sacrifice change
754941,I Was a Thanksgiving Turkey,0.0,0,Released,1986-01-01,0,3,False,,0,,tt0309696,en,I Was a Thanksgiving Turkey,"Thanksgiving dinner, from the turkey's point of view.",0.6,https://image.tmdb.org/t/p/w780/5okZ0IUT1LJvFjCBCiK2b2t1Tjc.jpg,,,,"Canada, United States of America",,,1986,1,1,"Thanksgiving dinner, from the turkey's point of view.  ",thanksgiving dinner point
754947,"PREMIUM Aika Yamagishi x Madonna x Kana Mito First Ever Collaboration! Double Spouse Exchange ""Director"" Nagae's Super Cuckholding Drama!",0.0,0,Released,2020-04-04,0,195,True,/2nZwuCvjJqEXCdzRl98cEdYJ3S7.jpg,0,,,ja,W交換夫婦NTR ［監督］ながえが魅せる超大作寝取られドラマ！！,"PREMIUM x Madonna's first collaboration! ! Mito and Yamagishi, who live in the same apartment, complain about each other's spouses and drink alcohol once a month. A few days later, Aika quarreled with her husband over trivial matters, and when she returned to her parents' house, I wonder if Aika would stop her from leaving her house. And when she went to the Yamagishi house to persuade her, Aika's husband was suffering from a high fever. Kana, who could not see the situation, proposes an exchange couple to her husband for a few days. At that time, she didn't know that a terrible ending was waiting for her...",1.484,https://image.tmdb.org/t/p/w780/fRO7dmmevgVVz2vO1m7NcibSbsa.jpg,,Drama,Madonna,Japan,Japanese,foursome,2020,4,4,"PREMIUM x Madonna's first collaboration! ! Mito and Yamagishi, who live in the same apartment, complain about each other's spouses and drink alcohol once a month. A few days later, Aika quarreled with her husband over trivial matters, and when she returned to her parents' house, I wonder if Aika would stop her from leaving her house. And when she went to the Yamagishi house to persuade her, Aika's husband was suffering from a high fever. Kana, who could not see the situation, proposes an exchange couple to her husband for a few days. At that time, she didn't know that a terrible ending was waiting for her...  foursome",premium first mito yamagishi live apartment complain spouses drink alcohol days later aika quarreled husband trivial matters returned house wonder aika would stop leaving went yamagishi house persuade husband suffering high kana could see situation proposes exchange couple husband time know terrible ending waiting her... foursome
754952,David's Back from the Dead,0.0,0,Released,2020-10-31,0,29,False,,700,,,en,David's Back from the Dead,"In a zombie apocalypse, two survivors split off from the main group to recover a stolen playboy magazine. Along the way, they meet David, a man who doesn't know he's a zombie.",0.6,https://image.tmdb.org/t/p/w780/pP5nGIzlyNxIuwXqwZ7iS4GqZPr.jpg,Corpses? Where?,"Horror, Drama, Mystery",Der Schreibstift des Schriftstellers,United States of America,English,,2020,10,31,"In a zombie apocalypse, two survivors split off from the main group to recover a stolen playboy magazine. Along the way, they meet David, a man who doesn't know he's a zombie. Corpses? Where? ",zombie apocalypse two survivors split main group recover stolen playboy along way meet david man know
754953,The Iron Friends,0.0,0,Released,1960-01-01,0,10,False,,0,,tt5879860,ru,Железные друзья,"In an abandoned dump, old metal objects are thrown out - a kettle, a can, a screw with a screw, and a rusty little carnation. They feel lost and unnecessary to anyone. And then another and insidious rust is selected to destroy the poor. But suddenly they learn that there are such points where they can still come in handy and already serve people in a new guise. Having found this place, friends are surprised to discover that they were not alone in such a deplorable situation and that a whole line of metal things, large and small, lined up for melting.",0.6,https://image.tmdb.org/t/p/w780/on0o2RkYjfeRof2rUrHOTRWb9HG.jpg,,Animation,Soyuzmultfilm,Soviet Union,Russian,,1960,1,1,"In an abandoned dump, old metal objects are thrown out - a kettle, a can, a screw with a screw, and a rusty little carnation. They feel lost and unnecessary to anyone. And then another and insidious rust is selected to destroy the poor. But suddenly they learn that there are such points where they can still come in handy and already serve people in a new guise. Having found this place, friends are surprised to discover that they were not alone in such a deplorable situation and that a whole line of metal things, large and small, lined up for melting.  ",abandoned dump old metal objects thrown kettle screw screw rusty little feel lost unnecessary another insidious rust selected destroy suddenly learn points still come handy already serve people new found place friends surprised discover alone deplorable situation whole line metal things large small lined
754956,Sharing Is Caring,0.0,0,Released,2020-10-16,0,115,True,,0,,,en,Sharing Is Caring,"Perfect skin, tight lips, and beautiful faces; this is what you'll find in THE WHITE BOXXX. Passionate and playful, but with just the right amount of rough, these babes can't wait to show you how they FUCK. Directed by Louis Moire and brought to you by LETSDOEIT productions; 2019 XBIX Award Winner, don't miss out on this one of a kind sexual experience!",0.6,https://image.tmdb.org/t/p/w780/ho38iWYD9oabz9RZcOwxvDEUYBv.jpg,,,#LetsDoeit,,,,2020,10,16,"Perfect skin, tight lips, and beautiful faces; this is what you'll find in THE WHITE BOXXX. Passionate and playful, but with just the right amount of rough, these babes can't wait to show you how they FUCK. Directed by Louis Moire and brought to you by LETSDOEIT productions; 2019 XBIX Award Winner, don't miss out on this one of a kind sexual experience!  ",perfect skin tight lips beautiful find white passionate playful right amount rough babes wait show directed louis moire brought letsdoeit xbix award winner miss one kind sexual
754957,"Suede - Justin Herman Plaza, San Francisco, CA",0.0,0,Released,1997-05-25,0,31,False,,0,,,en,"Suede - Justin Herman Plaza, San Francisco, CA",Suede's live performance at the Justin Herman Plaza.,0.6,https://image.tmdb.org/t/p/w780/svY0riZ4C6IEGFyeo9LpDxQYhfU.jpg,,Music,,,,,1997,5,25,Suede's live performance at the Justin Herman Plaza.  ,live performance justin herman
754973,I Imagine a Text that Changes,0.0,0,Released,2020-07-02,0,1,False,,0,https://www.youtube.com/watch?v=Tbs3RMmOOZs&feature=emb_title,,es,Imagino un texto que cambia,A haiku about a window and a woman.,0.6,https://image.tmdb.org/t/p/w780/fXPS4mgIW4po6eAIVB2psG4hTzx.jpg,,,,Mexico,Spanish,"poem, haiku",2020,7,2,"A haiku about a window and a woman.  poem, haiku",haiku window poem haiku
754976,Suede - MAYA Music Festival 2020,0.0,0,Released,2020-02-16,0,34,False,,0,,,en,Suede - MAYA Music Festival 2020,Suede's live performance at the MAYA Music Festival.,0.6,https://image.tmdb.org/t/p/w780/9b7P0O5bFkwgUO7tGSXpij3ATg6.jpg,,Music,,,,,2020,2,16,Suede's live performance at the MAYA Music Festival.  ,live performance maya music
